,name,address.streetAddress,address.streetNumber,address.addressLocation,address.postalCode,geoposition.longitude,geoposition.latitude,Timestamp,Nombre de Cambio disponibles
98,Amnesty,Sq Amnesty Intl square,533,Jette,1090,4.32799879,50.86926676,Saturday 23 Oct 16 H,1.0
129,Loix,Place Loixplein,6,Saint-Gilles,1060,4.3537149,50.8316513,Saturday 23 Oct 16 H,2.0
130,Monténégro,Rue du Monténegrostraat,44,Saint-Gilles,1060,4.33726613,50.82777866,Saturday 23 Oct 16 H,1.0
131,Parvis / Voorplein,Rue de Rome,34,Saint-Gilles,1060,4.34647738,50.82958815,Saturday 23 Oct 16 H,2.0
132,Porte de Hal,Rue César Depaepestraat,9,Saint-Gilles,1060,4.3422005,50.8333407,Saturday 23 Oct 16 H,3.0
133,Van Meenen,Av Adolphe Demeurlaan,23,Saint-Gilles,1060,4.3458141,50.8255907,Saturday 23 Oct 16 H,2.0
134,Madou,Av Astronomie Sterrenkund,21-23,Saint-Josse-ten-Noode,1210,4.3695588,50.8516145,Saturday 23 Oct 16 H,2.0
135,Rogier,Rue Progrès Vooruitgangst,42,Saint-Josse-ten-Noode,1210,4.358935,50.856475,Saturday 23 Oct 16 H,4.0
136,Bichon,Rue Arthur Rolandstraat,9,Schaerbeek,1030,4.39411693,50.86416109,Saturday 23 Oct 16 H,1.0
137,Bienfaiteurs,Rue Eugène Smitsstraat,7,Schaerbeek,1030,4.38300116,50.85819231,Saturday 23 Oct 16 H,1.0
128,Kemmel,Av Mont Kemmelberglaan,35,Saint-Gilles,1060,4.3411702,50.8237681,Saturday 23 Oct 16 H,1.0
138,Colignon,Place Colignonplein,2,Schaerbeek,1030,4.37351346,50.86693251,Saturday 23 Oct 16 H,4.0
140,Dailly,Place Daillyplein,4,Schaerbeek,1030,4.38753605,50.85167784,Saturday 23 Oct 16 H,4.0
141,Deschanel,Av Paul Deschanellaan,130,Schaerbeek,1030,4.37855496,50.85836184,Saturday 23 Oct 16 H,3.0
142,Diamant,Av du Diamantlaan,195,Schaerbeek,1030,4.40210581,50.8493003,Saturday 23 Oct 16 H,3.0
143,Elisabeth,Pl Princes(se)Elisabethpl,7,Schaerbeek,1030,4.380573,50.878416,Saturday 23 Oct 16 H,1.0
144,Guffens,Rue Godefroid Guffenssstr,24,Schaerbeek,1030,4.39405992,50.86522619,Saturday 23 Oct 16 H,1.0
145,Helmet,Rue Foyer Schaerbeekoisst,14,Schaerbeek,1030,4.38562077,50.87192157,Saturday 23 Oct 16 H,1.0
146,Houffalize,Rue de Jerusalemstraat,85,Schaerbeek,1030,4.378435,50.865049,Saturday 23 Oct 16 H,1.0
147,Jardins/Tuinen,Av Jardins Bloemtuinenln,5,Schaerbeek,1030,4.3976105,50.8585079,Saturday 23 Oct 16 H,1.0
148,Josaphat,Sq Prévost-Delaunaysquare,115,Schaerbeek,1030,4.39020485,50.85920252,Saturday 23 Oct 16 H,2.0
139,Colonel Bourg,Rue Colonel Bourgstraat,3,Schaerbeek,1030,4.40298882,50.85056416,Saturday 23 Oct 16 H,2.0
127,Janson,RueTasson-Snelstraat,9,Saint-Gilles,1060,4.35639024,50.82715833,Saturday 23 Oct 16 H,3.0
126,Horta,Rue du Lycée Lyceumstraat,31,Saint-Gilles,1060,4.34624167,50.8264989,Saturday 23 Oct 16 H,2.0
125,Fonsny,Rue de Suède Zwedenstraat,2,Saint-Gilles,1060,4.33677028,50.83462126,Saturday 23 Oct 16 H,1.0
104,Lourdes,Av NDLourdes OLVLourdesln,8,Jette,1090,4.33506742,50.87337651,Saturday 23 Oct 16 H,1.0
105,Masoin,Av Ernest Masoinlaan,2,Jette,1090,4.33248787,50.88548183,Saturday 23 Oct 16 H,3.0
106,Mercure,Av Henri Liebrechtlaan,78,Jette,1090,4.31771038,50.89048133,Saturday 23 Oct 16 H,1.0
107,Pattijn,Av Joseph De Heynlaan,60,Jette,1090,4.32503078,50.8910376,Saturday 23 Oct 16 H,1.0
108,UZ,Av du Laerbeek Laarbeekln,101,Jette,1090,4.30907754,50.88577729,Saturday 23 Oct 16 H,1.0
109,Bastogne/Bastenaken,Pl Bastogne Bastenakenpl,26,Koekelberg,1081,4.31721926,50.86257502,Saturday 23 Oct 16 H,1.0
110,Noville,Square de Novillesquare,6,Koekelberg,1081,4.33437688,50.85926873,Saturday 23 Oct 16 H,1.0
111,Simonis,Av de Liberté Vrijheidsln,7,Koekelberg,1081,4.32859451,50.86333008,Saturday 23 Oct 16 H,4.0
112,Beekkant,Rue Dubois Thornstraat,,Molenbeek-Saint-Jean,1080,4.32298305,50.85419483,Saturday 23 Oct 16 H,1.0
113,Brunfaut,Rue Fernand Brunfautstr,18,Molenbeek-Saint-Jean,1080,4.3385789,50.8523821,Saturday 23 Oct 16 H,0.0
114,Comte / Graaf,Rue Facteur Briefdragerst,15,Molenbeek-Saint-Jean,1080,4.33854818,50.85595168,Saturday 23 Oct 16 H,1.0
115,Gare Ouest Westst,Rue Verheydenstraat,5,Molenbeek-Saint-Jean,1080,4.32060152,50.84832317,Saturday 23 Oct 16 H,2.0
116,Jubilé/Jubelfeest,Rue Intendant/Opzichterst,157,Molenbeek-Saint-Jean,1080,4.3380672,50.8632979,Saturday 23 Oct 16 H,1.0
117,Karreveld,Av Jean de la Hoeselaan,72,Molenbeek-Saint-Jean,1080,4.3134932,50.8592241,Saturday 23 Oct 16 H,1.0
118,Machtens,Av du Scheutboschlaan,41,Molenbeek-Saint-Jean,1080,4.304783,50.8503162,Saturday 23 Oct 16 H,2.0
119,Mennekens,Place Jef Mennekensplein,4,Molenbeek-Saint-Jean,1080,4.3153623,50.8553832,Saturday 23 Oct 16 H,2.0
120,Osseghem,Av Mahatma Gandhilaan,10,Molenbeek-Saint-Jean,1080,4.3253171,50.857855,Saturday 23 Oct 16 H,1.0
121,Belgrade / Belgrado,Rue de Belgrade(o)straat,120,Saint-Gilles,1060,4.3324363,50.8306361,Saturday 23 Oct 16 H,2.0
122,Bethléem,Place de Bethléemplein,120,Saint-Gilles,1060,4.33805249,50.83020463,Saturday 23 Oct 16 H,1.0
123,Ducpétiaux,Pl Antoine Delporteplein,2,Saint-Gilles,1060,4.34698429,50.82265054,Saturday 23 Oct 16 H,1.0
124,Dumont,Pl Hermann Dumontplein,4,Saint-Gilles,1060,4.35218185,50.82851032,Saturday 23 Oct 16 H,1.0
149,Lambermont,Boulevard Lambermontlaan,374,Schaerbeek,1030,4.38624733,50.8634168,Saturday 23 Oct 16 H,1.0
150,Liedts,Rue Brichautstraat,1,Schaerbeek,1030,4.36707098,50.86340252,Saturday 23 Oct 16 H,1.0
151,Meiser,Place Meiserplein,15,Schaerbeek,1030,4.39804173,50.85543965,Saturday 23 Oct 16 H,3.0
152,Patrie / Vaderland,Rue Chardons Distelsstr,2,Schaerbeek,1030,4.39244323,50.85648144,Saturday 23 Oct 16 H,1.0
178,Dries,Rue Driesstraat,17,Watermael-Boitsfort,1170,4.39712881,50.80196283,Saturday 23 Oct 16 H,1.0
179,Heiligenborre,Heiligenborre,120,Watermael-Boitsfort,1170,4.42165206,50.78963822,Saturday 23 Oct 16 H,1.0
180,Keym,Av Mart Pêcheur Ijsvogel,4,Watermael-Boitsfort,1170,4.4006601,50.81079579,Saturday 23 Oct 16 H,2.0
181,Relais/Pleister,Rue du Relais Pleisterstr,16,Watermael-Boitsfort,1170,4.39289066,50.81160823,Saturday 23 Oct 16 H,1.0
182,Wiener,Pl Andrée Payfaplein,10,Watermael-Boitsfort,1170,4.41813424,50.79883271,Saturday 23 Oct 16 H,2.0
183,Georges Henri,Avenue Georges-Henrilaan,419,Woluwe-Saint-Lambert,1200,4.40621281,50.84232716,Saturday 23 Oct 16 H,1.0
184,Roodebeek,Avenue Paul Hymanslaan,129,Woluwe-Saint-Lambert,1200,4.43404824,50.84744933,Saturday 23 Oct 16 H,3.0
185,St-Lambert/Lambertus,Pl St-Lambert(us)plein,4,Woluwe-Saint-Lambert,1200,4.43531215,50.84109691,Saturday 23 Oct 16 H,1.0
186,The Horizon,Avenue Arianelaan,4,Woluwe-Saint-Lambert,1200,4.43202942,50.85743996,Saturday 23 Oct 16 H,1.0
187,Tomberg,Place du Tombergplein,4,Woluwe-Saint-Lambert,1200,4.42649513,50.84306123,Saturday 23 Oct 16 H,1.0
188,Vandervelde,Av Emile Vanderveldelaan,119,Woluwe-Saint-Lambert,1200,4.44996309,50.84773867,Saturday 23 Oct 16 H,2.0
189,Franciscains,Chant d'Oiseau Vogelzang,2,Woluwe-Saint-Pierre,1150,4.41826111,50.82756461,Saturday 23 Oct 16 H,1.0
190,Léopold / Leopold,Av de Tervu(e)renlaan,253,Woluwe-Saint-Pierre,1150,4.4144503,50.83561413,Saturday 23 Oct 16 H,2.0
191,Mimosas,Avenue des Mimosaslaan,128,Woluwe-Saint-Pierre,1150,4.41041661,50.82496365,Saturday 23 Oct 16 H,1.0
192,Montgomery,Avenue deTervu(e)renlaan,195,Woluwe-Saint-Pierre,1150,4.40894812,50.83697716,Saturday 23 Oct 16 H,6.0
193,Orée / Bosrand,Rue au Bois Bosstraat,528,Woluwe-Saint-Pierre,1150,4.45782575,50.82454985,Saturday 23 Oct 16 H,1.0
194,Sainte-Alix,Parvis Sainte-Alixvoorpln,32,Woluwe-Saint-Pierre,1150,4.4617613,50.828322,Saturday 23 Oct 16 H,2.0
195,Stockel / Stokkel,avenue d'Ophemlaan,1,Woluwe-Saint-Pierre,1150,4.46555614,50.84171135,Saturday 23 Oct 16 H,2.0
196,Thielemans,Av Charles Thielemanslaan,93,Woluwe-Saint-Pierre,1150,4.42722962,50.8365287,Saturday 23 Oct 16 H,3.0
197,Tibet,Rond-point Tibet rotonde,1,Woluwe-Saint-Pierre,1150,4.45523748,50.82964585,Saturday 23 Oct 16 H,1.0
198,White Star,Rue David van Beverstraat,8,Woluwe-Saint-Pierre,1150,4.43968774,50.83398904,Saturday 23 Oct 16 H,1.0
177,Boitsfort Gare,Clos des Chênes Eikhove,2,Watermael-Boitsfort,1170,4.40715802,50.7952786,Saturday 23 Oct 16 H,2.0
103,Gare de Jette,Rue Dupréstraat,31,Jette,1090,4.32867097,50.88112329,Saturday 23 Oct 16 H,1.0
176,Archiducs,Sq Archiducs Aartshertoog,7,Watermael-Boitsfort,1170,4.41604793,50.81013141,Saturday 23 Oct 16 H,1.0
174,Vivier d'Oie,Av Prin(s)ce de Lignelaan,46,Uccle,1180,4.3712016,50.795678,Saturday 23 Oct 16 H,1.0
153,Plasky,Av Eugène Plaskylaan,7,Schaerbeek,1030,4.3954331,50.8480115,Saturday 23 Oct 16 H,2.0
154,Progrès,Suzanne Tassier,92,Schaerbeek,1030,4.3615637,50.86292547,Saturday 23 Oct 16 H,1.0
155,Reine/Koningin,Place dl Reine Koninginpl,9,Schaerbeek,1030,4.36905963,50.85943859,Saturday 23 Oct 16 H,1.0
156,Riga,Square Rigasquare,30,Schaerbeek,1030,4.38559949,50.87403498,Saturday 23 Oct 16 H,3.0
157,Stephenson,Place Stephensonplein,17,Schaerbeek,1030,4.36957627,50.87106889,Saturday 23 Oct 16 H,1.0
158,Terdelt,Avenue Docteur Dejaselaan,44,Schaerbeek,1030,4.39027995,50.86853895,Saturday 23 Oct 16 H,2.0
159,Train World,Avenue Monplaisirlaan,477,Schaerbeek,1030,4.3785348,50.8774372,Saturday 23 Oct 16 H,2.0
160,Verboekhoven,Rue d'Anethanstraat,3,Schaerbeek,1030,4.37532898,50.87198623,Saturday 23 Oct 16 H,1.0
161,Bascule,Rue Vanderkinderestraat,566,Uccle,1180,4.3673372,50.8146267,Saturday 23 Oct 16 H,2.0
162,Calevoet/Kalevoet,Rue Egide Van Ophemstraat,20,Uccle,1180,4.3318209,50.7918003,Saturday 23 Oct 16 H,3.0
163,Cavell,Rue Marie Depagestraat,27,Uccle,1180,4.3566854,50.8128004,Saturday 23 Oct 16 H,2.0
164,Coghen,Av 7Bonniers 7bunderslaan,14,Uccle,1180,4.33807075,50.81345323,Saturday 23 Oct 16 H,1.0
165,Danco,Place Emile Dancoplein,13,Uccle,1180,4.33740556,50.80029167,Saturday 23 Oct 16 H,1.0
166,De Fré,Av Observatoire Sterrenln,1-3,Uccle,1180,4.3715387,50.8049826,Saturday 23 Oct 16 H,1.0
167,Dieweg,Dieweg,123,Uccle,1180,4.3484316,50.7961937,Saturday 23 Oct 16 H,3.0
168,Fort-Jaco,Vieille Rue du Moulin,364,Uccle,1180,4.37421425,50.78985698,Saturday 23 Oct 16 H,1.0
169,Houzeau,Avenue Houzeaulaan,25,Uccle,1180,4.3590651,50.8033014,Saturday 23 Oct 16 H,1.0
170,Marlow,Sq Georges Marlowsquare,4 - 5,Uccle,1180,4.34077246,50.80169079,Saturday 23 Oct 16 H,3.0
171,Montjoie,Avenue Montjoielaan,229,Uccle,1180,4.3572382,50.8100711,Saturday 23 Oct 16 H,1.0
172,Vander Elst,Pl Jean Vander Elstplein,2,Uccle,1180,4.33439344,50.8034023,Saturday 23 Oct 16 H,2.0
173,Vanderkindere,Av des Ormeaux Olmpjesln,4,Uccle,1180,4.34731246,50.81155433,Saturday 23 Oct 16 H,4.0
175,3 Tilleuls 3 Linden,Berensheide,6,Watermael-Boitsfort,1170,4.41358859,50.80343119,Saturday 23 Oct 16 H,1.0
102,Esseghem,R Bravoure Dapperheid,1,Jette,1090,4.33619207,50.87892348,Saturday 23 Oct 16 H,1.0
101,Commune/Gemeente,Chaussée de Wemmel(se)stg,100,Jette,1090,4.32484585,50.87572231,Saturday 23 Oct 16 H,2.0
100,Belgica,Pl Philippe Werrieplein,7-8,Jette,1090,4.33553338,50.86805313,Saturday 23 Oct 16 H,4.0
28,Louise / Louiza,Bld de Waterloolaan,76,Bruxelles,1000,4.35389042,50.83555766,Saturday 23 Oct 16 H,5.0
29,Luxembourg,rue d'Arlon Aarlenstraat,32,Bruxelles,1000,4.372196,50.839493,Saturday 23 Oct 16 H,2.0
30,Meeûs,Square de Meeûssquare,35,Bruxelles,1000,4.3693687,50.8407364,Saturday 23 Oct 16 H,1.0
31,Midi / Zuid,Rue Instruction Onderwijs,159,Saint-Gilles,1060,4.333127,50.835224,Saturday 23 Oct 16 H,5.0
32,Pacheco,Boulevard Pachecolaan,11,Bruxelles,1000,4.36246,50.852368,Saturday 23 Oct 16 H,1.0
33,Porte de Namur,Bld du Regentlaan,8,Bruxelles,1000,4.36234474,50.83905044,Saturday 23 Oct 16 H,5.0
34,Sainte-Catherine,QuaiAuBois Timmerhoutkaai,3,Bruxelles,1000,4.34633995,50.85459203,Saturday 23 Oct 16 H,2.0
35,Schuman,Bld Charlemagnelaan,47,Bruxelles,1000,4.3825525,50.84623676,Saturday 23 Oct 16 H,6.0
36,Solbos / Solbosch,Avenue Jeannelaan,44,Bruxelles,1000,4.38011307,50.81492499,Saturday 23 Oct 16 H,3.0
37,STIB / MIVB,Treurenberg,25,Bruxelles,1000,4.3624355,50.8475564,Saturday 23 Oct 16 H,1.0
38,Tour&Taxis,Avenue du Port Havenlaan,86C,Bruxelles,1000,4.34947234,50.8641173,Saturday 23 Oct 16 H,2.0
39,Vleurgat,Avenue Louis(a)e laan,368,Bruxelles,1050,4.36986566,50.82170253,Saturday 23 Oct 16 H,3.0
40,Yser /  IJzer,Av Héliport Helihavenlaan,7,Bruxelles,1000,4.3510939,50.8582036,Saturday 23 Oct 16 H,3.0
41,Acacias,Place des Acaciasplein,2,Etterbeek,1040,4.3916214,50.8327204,Saturday 23 Oct 16 H,1.0
42,Armée/Leger,Av. de l'Armée Legerlaan,2,Etterbeek,1040,4.40477729,50.83768182,Saturday 23 Oct 16 H,1.0
43,Braffort,Rue Bâtonnier Braffortstr,65,Etterbeek,1040,4.40531582,50.8390984,Saturday 23 Oct 16 H,1.0
44,Chasse / Jacht,Av Casernes Kazernenlaan,16,Etterbeek,1040,4.39042479,50.82966405,Saturday 23 Oct 16 H,2.0
45,Etterbeek / Station,Av Nouvelle Nieuwelaan,191,Etterbeek,1040,4.38964158,50.82315634,Saturday 23 Oct 16 H,1.0
46,Germoir / Mouterij,Av Victor Jacobslaan,90,Etterbeek,1040,4.38116999,50.83011978,Saturday 23 Oct 16 H,1.0
47,Jourdan,Rue de l'Étang Vijverstr,10,Etterbeek,1040,4.38070714,50.83558984,Saturday 23 Oct 16 H,2.0
48,Leman,Rue Général Lemanstraat,109,Etterbeek,1040,4.3861413,50.83672477,Saturday 23 Oct 16 H,1.0
27,Gutenberg,Square Gutenbergsquare,5,Bruxelles,1000,4.37750459,50.84765424,Saturday 23 Oct 16 H,1.0
49,Merode,Av de Tervu(e)renlaan,3,Etterbeek,1040,4.3979001,50.83925487,Saturday 23 Oct 16 H,2.0
26,Gudule / Goedele,P Sainte-Gudule Goedelepl,19,Bruxelles,1000,4.36023878,50.84742188,Saturday 23 Oct 16 H,1.0
24,Docks,Bld Lambermontlaan,1,Bruxelles,1000,4.37413043,50.88001674,Saturday 23 Oct 16 H,1.0
3,Luther King,Pl Martin Luther Kingpln,8,Anderlecht,1070,4.28559275,50.8261563,Saturday 23 Oct 16 H,1.0
4,Prince/Prins,Av Cdt Vander Meerenlaan,3,Anderlecht,1070,4.29959285,50.843786,Saturday 23 Oct 16 H,1.0
5,Scheut,Rue Démosthènestraat,40,Anderlecht,1070,4.31124784,50.842579,Saturday 23 Oct 16 H,1.0
6,Vaillance/Dapperheid,Rue de Formanoirstraat,33,Anderlecht,1070,4.30768132,50.83672647,Saturday 23 Oct 16 H,1.0
7,Veeweyde,Rue Félicien Ropsstraat,39,Anderlecht,1070,4.29963251,50.82819111,Saturday 23 Oct 16 H,1.0
8,Beaulieu,Rue Maurice Charlentstr,34,Auderghem,1160,4.40958142,50.816616,Saturday 23 Oct 16 H,1.0
9,Hankar,Ch de Wavre Waversestweg,1140,Auderghem,1160,4.4040508,50.8224002,Saturday 23 Oct 16 H,1.0
10,Herrmann-Debroux,Av Gustave Demeylaan,21,Auderghem,1160,4.42668557,50.81253128,Saturday 23 Oct 16 H,5.0
11,Invalides,Bld des Invalides(n)laan,195,Auderghem,1160,4.40909588,50.81874748,Saturday 23 Oct 16 H,1.0
12,'t Hof te Overbeke,'t Hof te Overbeke,1,Berchem-Sainte-Agathe,1082,4.2874877,50.8603256,Saturday 23 Oct 16 H,1.0
13,Hunderenveld,Rue des Chats Kattestraat,6,Berchem-Sainte-Agathe,1082,4.28110667,50.86675881,Saturday 23 Oct 16 H,1.0
14,Initiati(ief)ve,Pl de L'initiative(ief)pl,4,Berchem-Sainte-Agathe,1082,4.30307001,50.86871493,Saturday 23 Oct 16 H,1.0
15,Petit Klein Berchem,Rue Petit (klein) Berchem,67,Berchem-Sainte-Agathe,1082,4.30627756,50.86464662,Saturday 23 Oct 16 H,1.0
16,Schweitzer,Clos Victor Gunsgaarde,,Berchem-Sainte-Agathe,1082,4.29719925,50.8641393,Saturday 23 Oct 16 H,2.0
17,Arts-Loi Kunst-Wet,Rue Guimardstraat,4,Bruxelles,1000,4.36829089,50.84415216,Saturday 23 Oct 16 H,1.0
18,Barricades/-en,Pl des Barricade(n)splein,14,Bruxelles,1000,4.36783791,50.85135102,Saturday 23 Oct 16 H,2.0
19,Brouckère,Bld Emile Jacqmainlaan,53,Bruxelles,1000,4.35340226,50.85249911,Saturday 23 Oct 16 H,4.0
20,Centrale / Centraal,Rue de Loksumstraat,1,Bruxelles,1000,4.3582512,50.8471408,Saturday 23 Oct 16 H,5.0
21,Chapelle / Kapel,Rue de Chapelle Kapellstr,21,Bruxelles,1000,4.35085684,50.84179943,Saturday 23 Oct 16 H,1.0
22,Dansaert,N.Marché Grains NGraanmkt,6,Bruxelles,1000,4.34510618,50.85125619,Saturday 23 Oct 16 H,5.0
23,Defacqz,Avenue Louis(a)e laan,156,Bruxelles,1050,4.36230183,50.82882883,Saturday 23 Oct 16 H,2.0
25,Fontainas,Rue d'Anderlechtstraat,1,Bruxelles,1000,4.34579206,50.84527589,Saturday 23 Oct 16 H,3.0
0,Bizet,Rue Henri Deleersstraat,33,Anderlecht,1070,4.29950595,50.82530986,Saturday 23 Oct 16 H,1.0
50,Nouvelle / Nieuw,Rue Pierre HapLemaîtrestr,63,Etterbeek,1040,4.38505769,50.82695502,Saturday 23 Oct 16 H,1.0
52,Rinsdelle,Place du Rinsdelleplein,23,Etterbeek,1040,4.396162,50.83363,Saturday 23 Oct 16 H,0.0
78,Sermon,Av Jacques Sermonlaan,11,Ganshoren,1083,4.3210146,50.8675603,Saturday 23 Oct 16 H,3.0
79,St-Martin St-Maarten,Rue J.-Baptiste Vn Pagést,17,Ganshoren,1083,4.31476235,50.87252012,Saturday 23 Oct 16 H,1.0
80,Abbaye/Abdij,Av Emile Duraylaan,1,Ixelles,1050,4.37502961,50.81993392,Saturday 23 Oct 16 H,1.0
81,Aulne/Els,Rue Juliette Wytsmanstr,,Ixelles,1050,4.37971328,50.82540858,Saturday 23 Oct 16 H,2.0
82,Blyckaerts,Place Blyckaertsplein,10,Ixelles,1050,4.37469363,50.83278459,Saturday 23 Oct 16 H,2.0
83,Boondael/Boondaal,Av de la Forêt / Woudlaan,52,Ixelles,1050,4.3929012,50.8018237,Saturday 23 Oct 16 H,1.0
84,Brugmann,Pl Georges Brugmannplein,11,Ixelles,1050,4.35407817,50.81722219,Saturday 23 Oct 16 H,3.0
85,Charles Graux,Place Charles Grauxplein,15,Ixelles,1050,4.3626745,50.8182505,Saturday 23 Oct 16 H,2.0
86,Châtelain/Kastelein,Rue Aqueduc Waterleidings,71,Ixelles,1050,4.3577732,50.8246203,Saturday 23 Oct 16 H,2.0
87,Cimetière/Kerkhof,Av de la Couronne Kroonln,431,Ixelles,1050,4.39205289,50.816463,Saturday 23 Oct 16 H,2.0
88,Cocq,Rue du Conseil Raadstraat,26,Ixelles,1050,4.36837562,50.83398154,Saturday 23 Oct 16 H,2.0
89,Flagey,Pl Eugène Flageyplein,22-28,Ixelles,1050,4.37310308,50.82781569,Saturday 23 Oct 16 H,4.0
90,Ma Campagne,Rue Africaine Afrikastr,3,Ixelles,1050,4.354408,50.822588,Saturday 23 Oct 16 H,1.0
91,Marie-José,Av du Derbylaan,3,Ixelles,1050,4.3875042,50.805755,Saturday 23 Oct 16 H,1.0
92,Saint-Boniface,Rue Jules Bouillonstraat,10,Ixelles,1050,4.36664292,50.83481316,Saturday 23 Oct 16 H,2.0
93,St-Adrien St-Adriaan,Av GDossin St Georgeslaan,,Ixelles,1050,4.38891,50.809808,Saturday 23 Oct 16 H,1.0
94,Suisse / Zwitser,Petite Suisse Zwitserpl,7-9,Ixelles,1050,4.38499662,50.81791129,Saturday 23 Oct 16 H,2.0
95,Tenbosch,Rue du Prévot Provooststr,84,Ixelles,1050,4.36048931,50.82118394,Saturday 23 Oct 16 H,2.0
96,ULB,Av Adolphe Buyllaan,110,Ixelles,1050,4.38288337,50.81581977,Saturday 23 Oct 16 H,2.0
97,Vieux Tilleul/Linde,Sq duTilleul Oude-lindesq,16,Ixelles,1050,4.392323,50.807842,Saturday 23 Oct 16 H,2.0
99,Astrid,Rue Vanderborght,201,Jette,1090,4.32287907,50.87109306,Saturday 23 Oct 16 H,4.0
77,Expo,AvExpo Tentoonstellingsln,53-55,Ganshoren,1083,4.3186564,50.8734025,Saturday 23 Oct 16 H,1.0
51,Pétillon,Rue Major Pétillonstraat,53,Etterbeek,1040,4.4032362,50.8268165,Saturday 23 Oct 16 H,1.0
76,Basilix,Place M. d'Autricheplein,,Ganshoren,1083,4.2981383,50.8725235,Saturday 23 Oct 16 H,1.0
74,St-Denis Sint-Denijs,Rue de Barcelon(a)estraat,,Forest,1190,4.31913704,50.81167879,Saturday 23 Oct 16 H,2.0
53,Roi / Koning,Avenue Camile Josetlaan,10,Etterbeek,1040,4.3977556,50.83165907,Saturday 23 Oct 16 H,2.0
54,St-Antoine St-Antoon,Avenue Jules Maloulaan,21,Etterbeek,1040,4.38548952,50.83137004,Saturday 23 Oct 16 H,2.0
55,St-Pierre St-Pieters,Pl St-Pierre St-Pieterspl,11-13,Etterbeek,1040,4.3962425,50.83699918,Saturday 23 Oct 16 H,1.0
56,Thieffry,Pl du 4 Août 4 Augstplein,2,Etterbeek,1040,4.40108657,50.8326677,Saturday 23 Oct 16 H,2.0
57,VainqueurOverwinnaar,Pl Roi Vainq Kon Overwpln,10,Etterbeek,1040,4.3989886,50.8330242,Saturday 23 Oct 16 H,2.0
58,Van Meyel,Place Van Meyelplein,29,Etterbeek,1040,4.38930631,50.83699071,Saturday 23 Oct 16 H,2.0
59,Conscience,Av de l'Oud-Kapellekelaan,1,Evere,1140,4.40386802,50.87421439,Saturday 23 Oct 16 H,1.0
60,Loisirs Vrijetijd,Tuinbouw,,Evere,1140,4.40408828,50.86624236,Saturday 23 Oct 16 H,1.0
61,Paduwa,Avenue Léon Grosjeanlaan,1,Evere,1140,4.4119703,50.85824841,Saturday 23 Oct 16 H,2.0
62,Paix/Vrede,Rue Edouard Stuckensstr,125,Evere,1140,4.39976691,50.87683561,Saturday 23 Oct 16 H,1.0
63,Albert,Avenue Besmelaan,71,Forest,1190,4.33842211,50.82070712,Saturday 23 Oct 16 H,5.0
64,Châtaigne/Kastanje,Rue Châtaignes Kastanjest,2,Forest,1190,4.32565935,50.81758061,Saturday 23 Oct 16 H,1.0
65,Domaine,Av du Domaine Domeinlaan,112,Forest,1190,4.3290003,50.8106244,Saturday 23 Oct 16 H,2.0
66,Globe,Avenue du Globelaan,10,Forest,1190,4.32471544,50.80993078,Saturday 23 Oct 16 H,1.0
67,Jupiter,Avenue Jupiterlaan,121,Forest,1190,4.33562458,50.81891338,Saturday 23 Oct 16 H,2.0
68,Kersbeek,Av Général Dumonceaulaan,96-98,Forest,1190,4.31920596,50.80616842,Saturday 23 Oct 16 H,1.0
69,Molière,Rue Edouard Branlystraat,10,Forest,1190,4.34161222,50.8163499,Saturday 23 Oct 16 H,2.0
70,Orban,Rue Alfred Orbanstraat,27,Forest,1190,4.328202,50.826324,Saturday 23 Oct 16 H,1.0
71,Patinage Schaats,Rue Marguerite Bervoetsst,128,Forest,1190,4.32101239,50.81676015,Saturday 23 Oct 16 H,1.0
72,Rochefort,Ch de Forest Vorstse Stwg,301,Forest,1190,4.3361651,50.8248215,Saturday 23 Oct 16 H,1.0
73,Roosendael,rue Roosendaelstraat,88,Forest,1190,4.32972523,50.80823782,Saturday 23 Oct 16 H,2.0
75,Wielemans,Rue Alliés Bondgenotenstr,332,Forest,1190,4.3274151,50.823975,Saturday 23 Oct 16 H,1.0
2,Eddy Merckx,Av Stellaires Sterremuur,20,Anderlecht,1070,4.28167591,50.81626502,Saturday 23 Oct 16 H,1.0
1,Conseil / Raad,Pl du Conseil Raadplein,17,Anderlecht,1070,4.329391,50.838838,Saturday 23 Oct 16 H,1.0
197,Tibet,Rond-point Tibet rotonde,1,Woluwe-Saint-Pierre,1150,4.45523748,50.82964585,Saturday 23 Oct 17 H,1.0
71,Patinage Schaats,Rue Marguerite Bervoetsst,128,Forest,1190,4.32101239,50.81676015,Saturday 23 Oct 17 H,1.0
70,Orban,Rue Alfred Orbanstraat,27,Forest,1190,4.328202,50.826324,Saturday 23 Oct 17 H,1.0
69,Molière,Rue Edouard Branlystraat,10,Forest,1190,4.34161222,50.8163499,Saturday 23 Oct 17 H,2.0
68,Kersbeek,Av Général Dumonceaulaan,96-98,Forest,1190,4.31920596,50.80616842,Saturday 23 Oct 17 H,1.0
67,Jupiter,Avenue Jupiterlaan,121,Forest,1190,4.33562458,50.81891338,Saturday 23 Oct 17 H,2.0
66,Globe,Avenue du Globelaan,10,Forest,1190,4.32471544,50.80993078,Saturday 23 Oct 17 H,1.0
65,Domaine,Av du Domaine Domeinlaan,112,Forest,1190,4.3290003,50.8106244,Saturday 23 Oct 17 H,2.0
